date,parameter,unit,value
2016-07-10,RainDur,min,0.00000
2016-07-10,T,°C,25.88000
2016-07-10,T_max_h1,°C,32.31000
2016-07-11,StrGlo,W/m2,196.11000
2016-07-11,RainDur,min,161.32000
2016-07-11,T,°C,24.78000
2016-07-11,p,hPa,964.25000
2016-07-11,T_max_h1,°C,29.65000
2016-07-12,StrGlo,W/m2,48.54000
2016-07-12,RainDur,min,1167.43000
2016-07-12,T,°C,17.71000
2016-07-12,p,hPa,965.13000
2016-07-12,T_max_h1,°C,20.30000
2016-07-13,T_max_h1,°C,16.78000
2016-07-13,RainDur,min,377.52000
2016-07-13,T,°C,14.57000
2016-07-13,p,hPa,966.38000
2016-07-13,StrGlo,W/m2,67.19000
2016-07-14,RainDur,min,382.53000
2016-07-14,T,°C,12.76000
2016-07-14,p,hPa,970.34000
2016-07-14,T_max_h1,°C,14.73000
2016-07-14,StrGlo,W/m2,112.49000
2016-07-15,StrGlo,W/m2,175.78000
2016-07-15,RainDur,min,3.18000
2016-07-15,T,°C,14.55000
2016-07-15,p,hPa,975.35000
2016-07-15,T_max_h1,°C,18.07000
2016-07-16,p,hPa,975.36000
2016-07-16,StrGlo,W/m2,310.18000
2016-07-16,RainDur,min,0.00000
2016-07-16,T,°C,16.52000
2016-07-16,T_max_h1,°C,21.11000
2016-07-17,RainDur,min,0.00000
2016-07-17,T,°C,20.60000
2016-07-17,p,hPa,972.41000
2016-07-17,T_max_h1,°C,26.78000
2016-07-17,StrGlo,W/m2,338.35000
2016-07-18,StrGlo,W/m2,340.27000
2016-07-18,RainDur,min,0.00000
2016-07-18,T,°C,23.73000
2016-07-18,p,hPa,971.35000
2016-07-18,T_max_h1,°C,29.84000
2016-07-19,RainDur,min,0.00000
2016-07-19,T,°C,25.03000
2016-07-19,p,hPa,969.95000
2016-07-19,T_max_h1,°C,30.80000
2016-07-19,StrGlo,W/m2,334.87000
2016-07-20,StrGlo,W/m2,328.30000
2016-07-20,RainDur,min,1.80000
2016-07-20,T,°C,26.35000
2016-07-20,p,hPa,966.77000
2016-07-20,T_max_h1,°C,32.90000
2016-07-21,p,hPa,966.34000
2016-07-21,StrGlo,W/m2,203.12000
2016-07-21,RainDur,min,77.32000
2016-07-21,T,°C,24.73000
2016-07-21,T_max_h1,°C,27.86000
2016-07-22,StrGlo,W/m2,169.18000
2016-07-22,RainDur,min,117.02000
2016-07-22,T,°C,21.60000
2016-07-22,p,hPa,965.77000
2016-07-22,T_max_h1,°C,24.75000
2016-07-23,StrGlo,W/m2,190.81000
2016-07-23,RainDur,min,0.00000
2016-07-23,T,°C,21.87000
2016-07-23,p,hPa,967.70000
2016-07-23,T_max_h1,°C,24.87000
2016-07-24,T_max_h1,°C,27.35000
2016-07-24,RainDur,min,31.63000
2016-07-24,T,°C,22.79000
2016-07-24,p,hPa,969.18000
2016-07-24,StrGlo,W/m2,235.22000
2016-07-25,RainDur,min,240.27000
2016-07-25,T,°C,21.67000
2016-07-25,p,hPa,969.61000
2016-07-25,T_max_h1,°C,26.36000
2016-07-25,StrGlo,W/m2,169.07000
2016-07-26,StrGlo,W/m2,274.98000
2016-07-26,RainDur,min,0.00000
2016-07-26,T,°C,22.70000
2016-07-26,p,hPa,969.40000
2016-07-26,T_max_h1,°C,27.89000
2016-07-27,T,°C,21.83000
2016-07-27,T_max_h1,°C,26.21000
2016-07-27,StrGlo,W/m2,207.74000
2016-07-27,RainDur,min,29.12000
2016-07-27,p,hPa,968.38000
2016-07-28,StrGlo,W/m2,284.51000
2016-07-28,RainDur,min,0.00000
2016-07-28,T,°C,22.04000
2016-07-28,p,hPa,967.99000
2016-07-28,T_max_h1,°C,26.50000
2016-07-29,StrGlo,W/m2,293.11000
2016-07-29,RainDur,min,0.00000
2016-07-29,T,°C,23.67000
2016-07-29,p,hPa,966.48000
2016-07-29,T_max_h1,°C,27.77000
2016-07-30,RainDur,min,0.00000
2016-07-30,T,°C,24.72000
2016-07-30,p,hPa,964.73000
2016-07-30,T_max_h1,°C,30.41000
2016-07-30,StrGlo,W/m2,278.66000
2016-07-31,StrGlo,W/m2,75.37000
2016-07-31,RainDur,min,339.83000
2016-07-31,T,°C,20.40000
2016-07-31,p,hPa,965.29000
2016-07-31,T_max_h1,°C,22.78000
2016-08-01,p,hPa,969.53000
2016-08-01,StrGlo,W/m2,269.42000
2016-08-01,RainDur,min,0.00000
2016-08-01,T,°C,19.88000
2016-08-01,T_max_h1,°C,23.87000
2016-08-02,StrGlo,W/m2,172.35000
2016-08-02,RainDur,min,102.23000
2016-08-02,T,°C,20.16000
2016-08-02,p,hPa,969.48000
2016-08-02,T_max_h1,°C,24.51000
2016-08-03,StrGlo,W/m2,271.97000
2016-08-03,RainDur,min,0.00000
2016-08-03,T,°C,22.55000
2016-08-03,p,hPa,966.80000
2016-08-03,T_max_h1,°C,28.39000
2016-08-04,T_max_h1,°C,28.90000
2016-08-04,RainDur,min,295.68000
2016-08-04,T,°C,22.28000
2016-08-04,p,hPa,963.73000
2016-08-04,StrGlo,W/m2,244.71000
2016-08-05,RainDur,min,325.35000
2016-08-05,T,°C,16.77000
2016-08-05,p,hPa,969.62000
2016-08-05,T_max_h1,°C,18.39000
2016-08-05,StrGlo,W/m2,104.78000
2016-08-06,StrGlo,W/m2,232.87000
2016-08-06,RainDur,min,51.67000
2016-08-06,T,°C,18.95000
2016-08-06,p,hPa,975.92000
2016-08-06,T_max_h1,°C,22.83000
2016-08-07,p,hPa,976.64000
2016-08-07,StrGlo,W/m2,308.98000
2016-08-07,RainDur,min,0.00000
2016-08-07,T,°C,20.50000
2016-08-07,T_max_h1,°C,25.19000
2016-08-08,StrGlo,W/m2,298.23000
2016-08-08,RainDur,min,0.60000
2016-08-08,T,°C,22.04000
2016-08-08,p,hPa,971.83000
2016-08-08,T_max_h1,°C,27.47000
2016-08-09,StrGlo,W/m2,38.49000
2016-08-09,RainDur,min,382.18000
2016-08-09,T,°C,17.03000
2016-08-09,p,hPa,970.63000
2016-08-09,T_max_h1,°C,21.36000
2016-08-10,T_max_h1,°C,19.99000
2016-08-10,RainDur,min,42.79000
2016-08-10,T,°C,16.11000
2016-08-10,p,hPa,970.29000
2016-08-10,StrGlo,W/m2,183.77000
2016-08-11,RainDur,min,0.00000
2016-08-11,T,°C,15.97000
2016-08-11,p,hPa,973.67000
2016-08-11,T_max_h1,°C,20.46000
2016-08-11,StrGlo,W/m2,276.03000
2016-08-12,StrGlo,W/m2,191.16000
2016-08-12,RainDur,min,43.03000
2016-08-12,T,°C,18.06000
2016-08-12,p,hPa,976.06000
2016-08-12,T_max_h1,°C,21.84000
2016-08-13,p,hPa,974.08000
2016-08-13,StrGlo,W/m2,292.95000
2016-08-13,RainDur,min,0.00000
2016-08-13,T,°C,20.83000
2016-08-13,T_max_h1,°C,27.30000
2016-08-14,RainDur,min,0.00000
2016-08-14,T,°C,23.34000
2016-08-14,p,hPa,971.77000
2016-08-14,T_max_h1,°C,29.08000
2016-08-14,StrGlo,W/m2,287.10000
2016-08-15,StrGlo,W/m2,256.53000
2016-08-15,RainDur,min,0.00000
2016-08-15,T,°C,23.64000
2016-08-15,p,hPa,969.45000
2016-08-15,T_max_h1,°C,28.29000
2016-08-16,T_max_h1,°C,28.94000
2016-08-16,RainDur,min,0.00000
2016-08-16,T,°C,23.93000
2016-08-16,p,hPa,965.64000
2016-08-16,StrGlo,W/m2,244.76000
2016-08-17,RainDur,min,143.85000
2016-08-17,T,°C,21.71000
2016-08-17,p,hPa,962.68000
2016-08-17,T_max_h1,°C,25.87000
2016-08-17,StrGlo,W/m2,214.74000
2016-08-18,StrGlo,W/m2,122.78000
2016-08-18,RainDur,min,244.53000
2016-08-18,T,°C,18.93000
2016-08-18,p,hPa,961.83000
2016-08-18,T_max_h1,°C,23.49000
2016-08-19,T,°C,20.78000
2016-08-19,T_max_h1,°C,24.66000
2016-08-19,StrGlo,W/m2,182.13000
2016-08-19,RainDur,min,43.33000
2016-08-19,p,hPa,962.61000
2016-08-20,StrGlo,W/m2,64.88000
2016-08-20,RainDur,min,312.53000
2016-08-20,T,°C,19.24000
2016-08-20,p,hPa,966.08000
2016-08-20,T_max_h1,°C,22.31000
2016-08-21,RainDur,min,13.43000
2016-08-21,T,°C,17.16000
2016-08-21,p,hPa,972.36000
2016-08-21,T_max_h1,°C,20.51000
2016-08-21,StrGlo,W/m2,162.70000
2016-08-22,StrGlo,W/m2,278.00000
2016-08-22,RainDur,min,0.00000
2016-08-22,T,°C,18.18000
2016-08-22,p,hPa,977.45000
2016-08-22,T_max_h1,°C,22.80000
2016-08-23,RainDur,min,0.00000
2016-08-23,T,°C,20.71000
2016-08-23,p,hPa,975.75000
2016-08-23,T_max_h1,°C,26.52000
2016-08-23,StrGlo,W/m2,277.98000
2016-08-24,RainDur,min,0.00000
2016-08-24,T,°C,22.76000
2016-08-24,p,hPa,971.69000
2016-08-24,T_max_h1,°C,28.29000
2016-08-24,StrGlo,W/m2,271.67000
2016-08-25,RainDur,min,0.00000
2016-08-25,T,°C,24.23000
2016-08-25,p,hPa,968.38000
2016-08-25,T_max_h1,°C,30.89000
2016-08-25,StrGlo,W/m2,265.75000
2016-08-26,RainDur,min,0.00000
2016-08-26,T,°C,26.01000
2016-08-26,p,hPa,968.36000
2016-08-26,T_max_h1,°C,32.52000
2016-08-26,StrGlo,W/m2,261.01000
2016-08-27,RainDur,min,1.07000
2016-08-27,T,°C,25.70000
2016-08-27,p,hPa,968.39000
2016-08-27,T_max_h1,°C,31.61000
2016-08-27,StrGlo,W/m2,255.74000
2016-08-28,RainDur,min,37.76000
2016-08-28,T,°C,26.50000
2016-08-28,p,hPa,968.14000
2016-08-28,T_max_h1,°C,31.46000
2016-08-28,StrGlo,W/m2,252.53000
2016-08-29,RainDur,min,150.58000
2016-08-29,T,°C,21.70000
2016-08-29,p,hPa,970.24000
2016-08-29,T_max_h1,°C,24.40000
2016-08-29,StrGlo,W/m2,72.79000
2016-08-30,RainDur,min,0.00000
2016-08-30,T,°C,21.29000
2016-08-30,p,hPa,970.98000
2016-08-30,T_max_h1,°C,24.53000
2016-08-30,StrGlo,W/m2,212.29000
2016-08-31,RainDur,min,3.35000
2016-08-31,T,°C,22.34000
2016-08-31,p,hPa,970.32000
2016-08-31,T_max_h1,°C,27.66000
2016-08-31,StrGlo,W/m2,244.13000
2016-09-01,RainDur,min,0.00000
2016-09-01,T,°C,23.10000
2016-09-01,p,hPa,972.22000
2016-09-01,T_max_h1,°C,27.52000
2016-09-01,StrGlo,W/m2,249.59000
2016-09-02,RainDur,min,0.00000
2016-09-02,T,°C,22.27000
2016-09-02,p,hPa,971.00000
2016-09-02,T_max_h1,°C,27.60000
2016-09-02,StrGlo,W/m2,237.04000
2016-09-03,RainDur,min,0.00000
2016-09-03,T,°C,22.13000
2016-09-03,p,hPa,969.85000
2016-09-03,T_max_h1,°C,26.33000
2016-09-03,StrGlo,W/m2,186.04000
2016-09-04,RainDur,min,427.48000
2016-09-04,T,°C,19.70000
2016-09-04,p,hPa,968.31000
2016-09-04,T_max_h1,°C,24.45000
2016-09-04,StrGlo,W/m2,98.20000
2016-09-05,RainDur,min,705.57000
2016-09-05,T,°C,16.14000
2016-09-05,p,hPa,971.83000
2016-09-05,T_max_h1,°C,18.42000
2016-09-05,StrGlo,W/m2,70.83000
2016-09-06,RainDur,min,0.00000
2016-09-06,T,°C,17.63000
2016-09-06,p,hPa,974.20000
2016-09-06,T_max_h1,°C,22.17000
2016-09-06,StrGlo,W/m2,238.94000
2016-09-07,RainDur,min,0.00000
2016-09-07,T,°C,18.82000
2016-09-07,p,hPa,968.34000
2016-09-07,T_max_h1,°C,24.16000
2016-09-07,StrGlo,W/m2,240.98000
2016-09-08,RainDur,min,0.00000
2016-09-08,T,°C,21.47000
2016-09-08,p,hPa,965.63000
2016-09-08,T_max_h1,°C,27.37000
2016-09-08,StrGlo,W/m2,234.69000
2016-09-09,RainDur,min,0.00000
2016-09-09,T,°C,22.03000
2016-09-09,p,hPa,966.83000
2016-09-09,T_max_h1,°C,27.03000
2016-09-09,StrGlo,W/m2,229.40000
2016-09-10,RainDur,min,0.00000
2016-09-10,T,°C,22.03000
2016-09-10,p,hPa,966.58000
2016-09-10,T_max_h1,°C,27.39000
2016-09-10,StrGlo,W/m2,221.23000
2016-09-11,RainDur,min,0.08000
2016-09-11,T,°C,22.57000
2016-09-11,p,hPa,967.84000
2016-09-11,T_max_h1,°C,27.18000
2016-09-11,StrGlo,W/m2,213.74000
2016-09-12,RainDur,min,0.00000
2016-09-12,T,°C,22.96000
2016-09-12,p,hPa,967.67000
2016-09-12,T_max_h1,°C,28.64000
2016-09-12,StrGlo,W/m2,217.26000
2016-09-13,RainDur,min,0.00000
2016-09-13,T,°C,22.94000
2016-09-13,p,hPa,965.10000
2016-09-13,T_max_h1,°C,28.12000
2016-09-13,StrGlo,W/m2,214.60000
2016-09-14,RainDur,min,0.00000
2016-09-14,T,°C,22.55000
2016-09-14,p,hPa,962.40000
2016-09-14,T_max_h1,°C,27.87000
2016-09-14,StrGlo,W/m2,204.06000
2016-09-15,RainDur,min,45.08000
2016-09-15,T,°C,19.31000
2016-09-15,p,hPa,962.12000
2016-09-15,T_max_h1,°C,21.86000
2016-09-15,StrGlo,W/m2,104.11000
2016-09-16,RainDur,min,150.53000
2016-09-16,T,°C,17.19000
2016-09-16,p,hPa,965.35000
2016-09-16,T_max_h1,°C,19.12000
2016-09-16,StrGlo,W/m2,101.39000
2016-09-17,RainDur,min,4.72000
2016-09-17,T,°C,16.01000
2016-09-17,p,hPa,965.31000
2016-09-17,T_max_h1,°C,17.98000
2016-09-17,StrGlo,W/m2,99.33000
2016-09-18,RainDur,min,924.10000
2016-09-18,T,°C,14.37000
2016-09-18,p,hPa,963.63000
2016-09-18,T_max_h1,°C,15.64000
2016-09-18,StrGlo,W/m2,53.47000
2016-09-19,RainDur,min,257.15000
2016-09-19,T,°C,14.61000
2016-09-19,p,hPa,967.04000
2016-09-19,T_max_h1,°C,17.58000
2016-09-19,StrGlo,W/m2,72.81000
2016-09-20,RainDur,min,0.00000
2016-09-20,T,°C,14.23000
2016-09-20,p,hPa,966.56000
2016-09-20,T_max_h1,°C,17.39000
2016-09-20,StrGlo,W/m2,121.00000
2016-09-21,RainDur,min,0.00000
2016-09-21,T,°C,13.64000
2016-09-21,p,hPa,967.13000
2016-09-21,T_max_h1,°C,16.89000
2016-09-21,StrGlo,W/m2,138.18000
2016-09-22,RainDur,min,
2016-09-22,T,°C,13.87000
2016-09-22,p,hPa,
2016-09-22,T_max_h1,°C,18.82000
2016-09-22,StrGlo,W/m2,
2016-09-23,RainDur,min,0.00000
2016-09-23,T,°C,15.55000
2016-09-23,p,hPa,974.32000
2016-09-23,T_max_h1,°C,19.87000
2016-09-23,StrGlo,W/m2,152.84000
2016-09-24,RainDur,min,0.00000
2016-09-24,T,°C,15.39000
2016-09-24,p,hPa,973.71000
2016-09-24,T_max_h1,°C,20.70000
2016-09-24,StrGlo,W/m2,181.62000
2016-09-25,RainDur,min,0.00000
2016-09-25,T,°C,17.06000
2016-09-25,p,hPa,970.66000
2016-09-25,T_max_h1,°C,22.88000
2016-09-25,StrGlo,W/m2,187.33000
2016-09-26,RainDur,min,0.00000
2016-09-26,T,°C,17.11000
2016-09-26,p,hPa,970.88000
2016-09-26,T_max_h1,°C,21.13000
2016-09-26,StrGlo,W/m2,146.05000
2016-09-27,RainDur,min,0.00000
2016-09-27,T,°C,16.93000
2016-09-27,p,hPa,974.72000
2016-09-27,T_max_h1,°C,20.03000
2016-09-27,StrGlo,W/m2,108.69000
2016-09-28,RainDur,min,0.00000
2016-09-28,T,°C,16.93000
2016-09-28,p,hPa,978.63000
2016-09-28,T_max_h1,°C,22.36000
2016-09-28,StrGlo,W/m2,168.73000
2016-09-29,RainDur,min,0.00000
2016-09-29,T,°C,18.69000
2016-09-29,p,hPa,973.24000
2016-09-29,T_max_h1,°C,23.74000
2016-09-29,StrGlo,W/m2,184.08000
2016-09-30,RainDur,min,0.00000
2016-09-30,T,°C,19.52000
2016-09-30,p,hPa,966.89000
2016-09-30,T_max_h1,°C,23.71000
2016-09-30,StrGlo,W/m2,187.26000
2016-10-01,RainDur,min,197.42000
2016-10-01,T,°C,16.80000
2016-10-01,p,hPa,963.25000
2016-10-01,T_max_h1,°C,21.38000
2016-10-01,StrGlo,W/m2,111.48000
2016-10-02,RainDur,min,269.85000
2016-10-02,T,°C,14.40000
2016-10-02,p,hPa,966.72000
2016-10-02,T_max_h1,°C,15.73000
2016-10-02,StrGlo,W/m2,80.20000
2016-10-03,RainDur,min,7.37000
2016-10-03,T,°C,13.21000
2016-10-03,p,hPa,974.60000
2016-10-03,T_max_h1,°C,16.74000
2016-10-03,StrGlo,W/m2,146.36000
2016-10-04,RainDur,min,0.00000
2016-10-04,T,°C,12.46000
2016-10-04,p,hPa,976.14000
2016-10-04,T_max_h1,°C,16.34000
2016-10-04,StrGlo,W/m2,175.66000
2016-10-05,RainDur,min,0.00000
2016-10-05,T,°C,9.75000
2016-10-05,p,hPa,973.79000
2016-10-05,T_max_h1,°C,11.69000
2016-10-05,StrGlo,W/m2,85.41000
2016-10-06,RainDur,min,0.00000
2016-10-06,T,°C,8.27000
2016-10-06,p,hPa,967.19000
2016-10-06,T_max_h1,°C,11.25000
2016-10-06,StrGlo,W/m2,140.75000
2016-10-07,RainDur,min,0.00000
2016-10-07,T,°C,10.10000
2016-10-07,p,hPa,965.98000
2016-10-07,T_max_h1,°C,12.64000
2016-10-07,StrGlo,W/m2,88.28000
2016-10-08,RainDur,min,51.20000
2016-10-08,T,°C,9.69000
2016-10-08,p,hPa,969.18000
2016-10-08,T_max_h1,°C,11.22000
2016-10-08,StrGlo,W/m2,41.80000
2016-10-09,RainDur,min,63.93000
2016-10-09,T,°C,7.80000
2016-10-09,p,hPa,971.35000
2016-10-09,T_max_h1,°C,11.48000
2016-10-09,StrGlo,W/m2,74.60000
2016-10-10,RainDur,min,8.25000
2016-10-10,T,°C,7.48000
2016-10-10,p,hPa,970.32000
2016-10-10,T_max_h1,°C,10.42000
2016-10-10,StrGlo,W/m2,99.79000
2016-10-11,RainDur,min,12.60000
2016-10-11,T,°C,8.25000
2016-10-11,p,hPa,966.05000
2016-10-11,T_max_h1,°C,11.46000
2016-10-11,StrGlo,W/m2,104.67000
2016-10-12,RainDur,min,0.00000
2016-10-12,T,°C,7.93000
2016-10-12,p,hPa,965.05000
2016-10-12,T_max_h1,°C,11.23000
2016-10-12,StrGlo,W/m2,121.25000
2016-10-13,RainDur,min,7.30000
2016-10-13,T,°C,7.26000
2016-10-13,p,hPa,961.11000
2016-10-13,T_max_h1,°C,9.95000
2016-10-13,StrGlo,W/m2,82.99000
2016-10-14,RainDur,min,75.55000
2016-10-14,T,°C,8.83000
2016-10-14,p,hPa,956.61000
2016-10-14,T_max_h1,°C,11.08000
2016-10-14,StrGlo,W/m2,65.17000
2016-10-15,RainDur,min,187.63000
2016-10-15,T,°C,11.45000
2016-10-15,p,hPa,964.40000
2016-10-15,T_max_h1,°C,16.04000
2016-10-15,StrGlo,W/m2,93.67000
2016-10-16,RainDur,min,67.98000
2016-10-16,T,°C,10.01000
2016-10-16,p,hPa,971.08000
2016-10-16,T_max_h1,°C,13.65000
2016-10-16,StrGlo,W/m2,99.18000
2016-10-17,RainDur,min,377.90000
2016-10-17,T,°C,11.64000
2016-10-17,p,hPa,972.94000
2016-10-17,T_max_h1,°C,14.11000
2016-10-17,StrGlo,W/m2,54.96000
2016-10-18,RainDur,min,266.75000
2016-10-18,T,°C,12.63000
2016-10-18,p,hPa,972.67000
2016-10-18,T_max_h1,°C,14.10000
2016-10-18,StrGlo,W/m2,48.97000
2016-10-19,RainDur,min,60.03000
2016-10-19,T,°C,10.08000
2016-10-19,p,hPa,969.37000
2016-10-19,T_max_h1,°C,11.21000
2016-10-19,StrGlo,W/m2,26.97000
2016-10-20,RainDur,min,46.30000
2016-10-20,T,°C,9.40000
2016-10-20,p,hPa,965.46000
2016-10-20,T_max_h1,°C,11.85000
2016-10-20,StrGlo,W/m2,93.54000
2016-10-21,RainDur,min,322.31000
2016-10-21,T,°C,8.22000
2016-10-21,p,hPa,964.73000
2016-10-21,T_max_h1,°C,8.88000
2016-10-21,StrGlo,W/m2,19.12000
2016-10-22,RainDur,min,0.00000
2016-10-22,T,°C,7.14000
2016-10-22,p,hPa,964.06000
2016-10-22,T_max_h1,°C,10.42000
2016-10-22,StrGlo,W/m2,102.15000
2016-10-23,RainDur,min,424.07000
2016-10-23,T,°C,6.95000
2016-10-23,p,hPa,961.73000
2016-10-23,T_max_h1,°C,8.58000
2016-10-23,StrGlo,W/m2,30.46000
2016-10-24,RainDur,min,0.00000
2016-10-24,T,°C,11.02000
2016-10-24,p,hPa,964.01000
2016-10-24,T_max_h1,°C,15.38000
2016-10-24,StrGlo,W/m2,94.94000
2016-10-25,RainDur,min,995.65000
2016-10-25,T,°C,13.26000
2016-10-25,p,hPa,971.22000
2016-10-25,T_max_h1,°C,14.20000
2016-10-25,StrGlo,W/m2,18.38000
2016-10-26,RainDur,min,609.25000
2016-10-26,T,°C,12.10000
2016-10-26,p,hPa,975.51000
2016-10-26,T_max_h1,°C,13.20000
2016-10-26,StrGlo,W/m2,34.38000
2016-10-27,RainDur,min,0.00000
2016-10-27,T,°C,10.22000
2016-10-27,p,hPa,981.25000
2016-10-27,T_max_h1,°C,13.53000
2016-10-27,StrGlo,W/m2,93.35000
2016-10-28,RainDur,min,0.00000
2016-10-28,T,°C,8.19000
2016-10-28,p,hPa,982.78000
2016-10-28,T_max_h1,°C,11.72000
2016-10-28,StrGlo,W/m2,70.25000
2016-10-29,RainDur,min,2.05000
2016-10-29,T,°C,8.05000
2016-10-29,p,hPa,981.48000
2016-10-29,T_max_h1,°C,10.94000
2016-10-29,StrGlo,W/m2,59.06000
2016-10-30,RainDur,min,0.00000
2016-10-30,T,°C,9.42000
2016-10-30,p,hPa,977.26000
2016-10-30,T_max_h1,°C,13.71000
2016-10-30,StrGlo,W/m2,70.97000
2016-10-31,RainDur,min,0.00000
2016-10-31,T,°C,7.85000
2016-10-31,p,hPa,975.76000
2016-10-31,T_max_h1,°C,8.97000
2016-10-31,StrGlo,W/m2,22.74000
2016-11-01,RainDur,min,0.00000
2016-11-01,T,°C,9.49000
2016-11-01,p,hPa,971.75000
2016-11-01,T_max_h1,°C,13.46000
2016-11-01,StrGlo,W/m2,100.66000
2016-11-02,RainDur,min,3.62000
2016-11-02,T,°C,10.05000
2016-11-02,p,hPa,968.81000
2016-11-02,T_max_h1,°C,13.19000
2016-11-02,StrGlo,W/m2,44.06000
2016-11-03,RainDur,min,5.50000
2016-11-03,T,°C,7.69000
2016-11-03,p,hPa,970.03000
2016-11-03,T_max_h1,°C,10.32000
2016-11-03,StrGlo,W/m2,100.66000
2016-11-04,RainDur,min,29.32000
2016-11-04,T,°C,7.24000
2016-11-04,p,hPa,964.84000
2016-11-04,T_max_h1,°C,11.85000
2016-11-04,StrGlo,W/m2,92.39000
2016-11-05,RainDur,min,923.43000
2016-11-05,T,°C,10.65000
2016-11-05,p,hPa,953.64000
2016-11-05,T_max_h1,°C,13.30000
2016-11-05,StrGlo,W/m2,34.34000
2016-11-06,RainDur,min,859.18000
2016-11-06,T,°C,5.25000
2016-11-06,p,hPa,953.06000
2016-11-06,T_max_h1,°C,8.65000
2016-11-06,StrGlo,W/m2,23.79000
2016-11-07,RainDur,min,343.42000
2016-11-07,T,°C,3.15000
2016-11-07,p,hPa,957.68000
2016-11-07,T_max_h1,°C,4.55000
2016-11-07,StrGlo,W/m2,47.65000
2016-11-08,RainDur,min,104.51000
2016-11-08,T,°C,2.27000
2016-11-08,p,hPa,960.01000
2016-11-08,T_max_h1,°C,3.79000
2016-11-08,StrGlo,W/m2,43.05000
2016-11-09,RainDur,min,288.85000
2016-11-09,T,°C,4.13000
2016-11-09,p,hPa,956.79000
2016-11-09,T_max_h1,°C,6.09000
2016-11-09,StrGlo,W/m2,39.36000
2016-11-10,RainDur,min,895.50000
2016-11-10,T,°C,6.15000
2016-11-10,p,hPa,959.90000
2016-11-10,T_max_h1,°C,7.57000
2016-11-10,StrGlo,W/m2,38.58000
2016-11-11,RainDur,min,561.63000
2016-11-11,T,°C,5.45000
2016-11-11,p,hPa,964.26000
2016-11-11,T_max_h1,°C,7.08000
2016-11-11,StrGlo,W/m2,30.85000
2016-11-12,RainDur,min,237.46000
2016-11-12,T,°C,4.08000
2016-11-12,p,hPa,971.17000
2016-11-12,T_max_h1,°C,6.31000
2016-11-12,StrGlo,W/m2,53.76000
2016-11-13,RainDur,min,0.00000
2016-11-13,T,°C,2.95000
2016-11-13,p,hPa,972.33000
2016-11-13,T_max_h1,°C,5.11000
2016-11-13,StrGlo,W/m2,39.25000
2016-11-14,RainDur,min,0.00000
2016-11-14,T,°C,2.39000
2016-11-14,p,hPa,978.19000
2016-11-14,T_max_h1,°C,3.26000
2016-11-14,StrGlo,W/m2,27.51000
2016-11-15,RainDur,min,53.02000
2016-11-15,T,°C,5.36000
2016-11-15,p,hPa,979.10000
2016-11-15,T_max_h1,°C,7.87000
2016-11-15,StrGlo,W/m2,63.66000
2016-11-16,RainDur,min,341.18000
2016-11-16,T,°C,8.09000
2016-11-16,p,hPa,972.95000
2016-11-16,T_max_h1,°C,9.55000
2016-11-16,StrGlo,W/m2,30.63000
2016-11-17,RainDur,min,263.83000
2016-11-17,T,°C,9.79000
2016-11-17,p,hPa,964.74000
2016-11-17,T_max_h1,°C,11.95000
2016-11-17,StrGlo,W/m2,33.53000
2016-11-18,RainDur,min,583.01000
2016-11-18,T,°C,9.68000
2016-11-18,p,hPa,958.65000
2016-11-18,T_max_h1,°C,12.61000
2016-11-18,StrGlo,W/m2,13.98000
2016-11-19,RainDur,min,454.48000
2016-11-19,T,°C,6.89000
2016-11-19,p,hPa,960.66000
2016-11-19,T_max_h1,°C,8.21000
2016-11-19,StrGlo,W/m2,22.15000
2016-11-20,RainDur,min,0.00000
2016-11-20,T,°C,5.51000
2016-11-20,p,hPa,957.52000
2016-11-20,T_max_h1,°C,10.55000
2016-11-20,StrGlo,W/m2,70.19000
2016-11-21,RainDur,min,0.00000
2016-11-21,T,°C,7.66000
2016-11-21,p,hPa,953.63000
2016-11-21,T_max_h1,°C,11.26000
2016-11-21,StrGlo,W/m2,31.14000
2016-11-22,RainDur,min,0.00000
2016-11-22,T,°C,9.94000
2016-11-22,p,hPa,960.47000
2016-11-22,T_max_h1,°C,12.01000
2016-11-22,StrGlo,W/m2,51.62000
2016-11-23,RainDur,min,0.00000
2016-11-23,T,°C,10.01000
2016-11-23,p,hPa,964.07000
2016-11-23,T_max_h1,°C,12.22000
2016-11-23,StrGlo,W/m2,33.57000
2016-11-24,RainDur,min,0.00000
2016-11-24,T,°C,7.99000
2016-11-24,p,hPa,962.72000
2016-11-24,T_max_h1,°C,9.77000
2016-11-24,StrGlo,W/m2,30.60000
2016-11-25,RainDur,min,37.70000
2016-11-25,T,°C,6.80000
2016-11-25,p,hPa,963.44000
2016-11-25,T_max_h1,°C,7.45000
2016-11-25,StrGlo,W/m2,19.76000
2016-11-26,RainDur,min,241.42000
2016-11-26,T,°C,7.51000
2016-11-26,p,hPa,966.53000
2016-11-26,T_max_h1,°C,8.61000
2016-11-26,StrGlo,W/m2,23.85000
2016-11-27,RainDur,min,169.83000
2016-11-27,T,°C,7.42000
2016-11-27,p,hPa,966.08000
2016-11-27,T_max_h1,°C,8.41000
2016-11-27,StrGlo,W/m2,24.95000
2016-11-28,RainDur,min,0.00000
2016-11-28,T,°C,2.87000
2016-11-28,p,hPa,969.57000
2016-11-28,T_max_h1,°C,5.60000
